name,start_time,finish_time,duration,current_host,current_host_attempt,cumulative_attempts,cumulative_compromised_hosts,compromise_host,compromise_users,interrupted_in,interrupted_by
SCAN_HOST,0.0,10.0,10.0,-1,0,0,0,None,[],None,None
ENUM_HOST,10.0,25.0,15.0,-1,0,0,0,None,[],None,None
SCAN_PORT,25.0,45.0,20.0,0,1,0,0,None,[],None,None
EXPLOIT_VULN,45.0,60.66754313573546,15.667543135735457,0,1,0,0,None,[],network,HostTopologyShuffle
SCAN_HOST,62.66754313573546,72.66754313573546,10.0,-1,0,0,0,None,[],None,None
ENUM_HOST,72.66754313573546,87.66754313573546,15.0,-1,0,0,0,None,[],None,None
SCAN_PORT,87.66754313573546,107.66754313573546,20.0,0,2,0,0,None,[],None,None
EXPLOIT_VULN,107.66754313573546,132.67074992637546,25.003206790640007,0,2,0,0,None,[],None,None
BRUTE_FORCE,132.67074992637546,147.67074992637546,15.0,0,2,7,0,None,[],None,None
ENUM_HOST,147.67074992637546,161.1816290618139,13.510879135438444,0,2,7,0,None,[],network,CompleteTopologyShuffle
SCAN_HOST,163.1816290618139,173.1816290618139,10.0,-1,0,7,0,None,[],None,None
ENUM_HOST,173.1816290618139,188.1816290618139,15.0,-1,0,7,0,None,[],None,None
SCAN_PORT,188.1816290618139,208.1816290618139,20.0,0,3,7,0,None,[],None,None
EXPLOIT_VULN,208.1816290618139,233.57639493085213,25.394765869038224,0,3,7,0,0,"['Corrinne', 'Claresta', 'Gwenora', 'Querida', 'Tilda']",None,None
SCAN_NEIGHBOR,233.57639493085213,242.60084145640258,9.024446525550445,0,3,13,1,None,[],network,HostTopologyShuffle
SCAN_HOST,244.60084145640258,254.60084145640258,10.0,-1,0,13,1,None,[],None,None
ENUM_HOST,254.60084145640258,269.6008414564026,15.0,-1,0,13,1,None,[],None,None
SCAN_PORT,269.6008414564026,289.6008414564026,20.0,59,1,13,1,None,[],None,None
EXPLOIT_VULN,289.6008414564026,313.83141140343326,24.230569947030688,59,1,13,1,None,[],network,CompleteTopologyShuffle
SCAN_HOST,315.83141140343326,325.83141140343326,10.0,-1,0,13,1,None,[],None,None
ENUM_HOST,325.83141140343326,340.83141140343326,15.0,-1,0,13,1,None,[],None,None
SCAN_PORT,340.83141140343326,360.83141140343326,20.0,45,1,13,1,None,[],None,None
EXPLOIT_VULN,360.83141140343326,386.15927324266215,25.327861839228888,45,1,13,1,None,[],None,None
BRUTE_FORCE,386.15927324266215,395.2784047005703,9.119131457908168,45,1,19,1,None,[],network,HostTopologyShuffle
SCAN_HOST,397.2784047005703,407.2784047005703,10.0,-1,0,19,1,None,[],None,None
ENUM_HOST,407.2784047005703,422.2784047005703,15.0,-1,0,19,1,None,[],None,None
SCAN_PORT,422.2784047005703,442.2784047005703,20.0,45,2,19,1,None,[],None,None
EXPLOIT_VULN,442.2784047005703,466.95711537987034,24.678710679300025,45,2,19,1,None,[],network,CompleteTopologyShuffle
SCAN_HOST,468.95711537987034,478.95711537987034,10.0,-1,0,19,1,None,[],None,None
ENUM_HOST,478.95711537987034,493.95711537987034,15.0,-1,0,19,1,None,[],None,None
SCAN_PORT,493.95711537987034,513.9571153798704,20.000000000000057,29,1,19,1,None,[],None,None
EXPLOIT_VULN,513.9571153798704,538.2949267798018,24.33781139993141,29,1,19,1,None,[],network,IPShuffle
SCAN_HOST,540.2949267798018,550.2949267798018,10.0,-1,0,19,1,None,[],None,None
ENUM_HOST,550.2949267798018,565.2949267798018,15.0,-1,0,19,1,None,[],None,None
SCAN_PORT,565.2949267798018,585.2949267798018,20.0,29,2,19,1,None,[],None,None
EXPLOIT_VULN,585.2949267798018,608.8373736540963,23.542446874294455,29,2,19,1,None,[],network,HostTopologyShuffle
SCAN_HOST,610.8373736540963,620.8373736540963,10.0,-1,0,19,1,None,[],None,None
ENUM_HOST,620.8373736540963,635.8373736540963,15.0,-1,0,19,1,None,[],None,None
SCAN_PORT,635.8373736540963,655.8373736540963,20.0,29,3,19,1,None,[],None,None
EXPLOIT_VULN,655.8373736540963,661.1823335394014,5.344959885305116,29,3,19,1,None,[],network,IPShuffle
SCAN_HOST,663.1823335394014,673.1823335394014,10.0,-1,0,19,1,None,[],None,None
ENUM_HOST,673.1823335394014,688.1823335394014,15.0,-1,0,19,1,None,[],None,None
SCAN_PORT,688.1823335394014,708.1823335394014,20.0,29,4,19,1,None,[],None,None
EXPLOIT_VULN,708.1823335394014,732.3222899440352,24.139956404633836,29,4,19,1,None,[],network,HostTopologyShuffle
SCAN_HOST,734.3222899440352,744.3222899440352,10.0,-1,0,19,1,None,[],None,None
ENUM_HOST,744.3222899440352,759.3222899440352,15.0,-1,0,19,1,None,[],None,None
SCAN_PORT,759.3222899440352,779.3222899440352,20.0,29,5,19,1,None,[],None,None
EXPLOIT_VULN,779.3222899440352,805.6560629772732,26.333773033238003,29,5,19,1,29,"['Elka', 'Peria', 'Valaree', 'Constanta']",None,None
SCAN_NEIGHBOR,805.6560629772732,813.7684414178304,8.112378440557222,29,5,25,2,None,[],network,IPShuffle
SCAN_HOST,815.7684414178304,825.7684414178304,10.0,-1,0,25,2,None,[],None,None
ENUM_HOST,825.7684414178304,840.7684414178304,15.0,-1,0,25,2,None,[],None,None
SCAN_PORT,840.7684414178304,860.7684414178304,20.0,24,1,25,2,None,[],None,None
EXPLOIT_VULN,860.7684414178304,874.0021069140078,13.23366549617731,24,1,25,2,None,[],network,IPShuffle
SCAN_HOST,876.0021069140078,886.0021069140078,10.0,-1,0,25,2,None,[],None,None
ENUM_HOST,886.0021069140078,901.0021069140078,15.0,-1,0,25,2,None,[],None,None
SCAN_PORT,901.0021069140078,921.0021069140078,20.0,24,2,25,2,None,[],None,None
EXPLOIT_VULN,921.0021069140078,945.6613028948743,24.65919598086657,24,2,25,2,None,[],network,HostTopologyShuffle
SCAN_HOST,947.6613028948743,957.6613028948743,10.0,-1,0,25,2,None,[],None,None
ENUM_HOST,957.6613028948743,972.6613028948743,15.0,-1,0,25,2,None,[],None,None
SCAN_PORT,972.6613028948743,992.6613028948743,20.0,29,6,25,2,None,[],None,None
EXPLOIT_VULN,992.6613028948743,1016.5231837100547,23.86188081518037,29,6,25,2,None,[],network,CompleteTopologyShuffle
SCAN_HOST,1018.5231837100547,1028.5231837100546,9.999999999999886,-1,0,25,2,None,[],None,None
ENUM_HOST,1028.5231837100546,1043.5231837100546,15.0,-1,0,25,2,None,[],None,None
SCAN_PORT,1043.5231837100546,1063.5231837100546,20.0,31,1,25,2,None,[],None,None
EXPLOIT_VULN,1063.5231837100546,1088.6412340182044,25.118050308149805,31,1,25,2,31,"['Sileas', 'Ryann', 'Prissie', 'Orelie']",None,None
SCAN_NEIGHBOR,1088.6412340182044,1097.563881551343,8.922647533138615,31,1,40,3,None,[],network,HostTopologyShuffle
SCAN_HOST,1099.563881551343,1109.563881551343,10.0,-1,0,40,3,None,[],None,None
ENUM_HOST,1109.563881551343,1124.563881551343,15.0,-1,0,40,3,None,[],None,None
SCAN_PORT,1124.563881551343,1144.563881551343,20.0,58,1,40,3,None,[],None,None
EXPLOIT_VULN,1144.563881551343,1148.570149812343,4.006268261000059,58,1,40,3,None,[],network,IPShuffle
SCAN_HOST,1150.570149812343,1160.570149812343,10.0,-1,0,40,3,None,[],None,None
ENUM_HOST,1160.570149812343,1175.570149812343,15.0,-1,0,40,3,None,[],None,None
SCAN_PORT,1175.570149812343,1195.570149812343,20.0,55,1,40,3,None,[],None,None
EXPLOIT_VULN,1195.570149812343,1220.448652938463,24.878503126119995,55,1,40,3,None,[],network,HostTopologyShuffle
SCAN_HOST,1222.448652938463,1232.448652938463,10.0,-1,0,40,3,None,[],None,None
ENUM_HOST,1232.448652938463,1247.448652938463,15.0,-1,0,40,3,None,[],None,None
SCAN_PORT,1247.448652938463,1267.448652938463,20.0,51,1,40,3,None,[],None,None
EXPLOIT_VULN,1267.448652938463,1271.7253532312866,4.276700292823534,51,1,40,3,None,[],network,IPShuffle
SCAN_HOST,1273.7253532312866,1283.7253532312866,10.0,-1,0,40,3,None,[],None,None
ENUM_HOST,1283.7253532312866,1298.7253532312866,15.0,-1,0,40,3,None,[],None,None
SCAN_PORT,1298.7253532312866,1318.7253532312866,20.0,51,2,40,3,None,[],None,None
EXPLOIT_VULN,1318.7253532312866,1331.4580089921062,12.732655760819625,51,2,40,3,None,[],network,IPShuffle
SCAN_HOST,1333.4580089921062,1343.4580089921062,10.0,-1,0,40,3,None,[],None,None
ENUM_HOST,1343.4580089921062,1358.4580089921062,15.0,-1,0,40,3,None,[],None,None
SCAN_PORT,1358.4580089921062,1378.4580089921062,20.0,55,2,40,3,None,[],None,None
EXPLOIT_VULN,1378.4580089921062,1403.6086983805762,25.150689388470028,55,2,40,3,None,[],None,None
BRUTE_FORCE,1403.6086983805762,1413.1938127421492,9.585114361573005,55,2,59,3,None,[],network,CompleteTopologyShuffle
SCAN_HOST,1415.1938127421492,1425.1938127421492,10.0,-1,0,59,3,None,[],None,None
ENUM_HOST,1425.1938127421492,1440.1938127421492,15.0,-1,0,59,3,None,[],None,None
SCAN_PORT,1440.1938127421492,1460.1938127421492,20.0,64,1,59,3,None,[],None,None
EXPLOIT_VULN,1460.1938127421492,1486.8350507432053,26.64123800105608,64,1,59,3,64,"['Corrine', 'Marje', 'Ashlee', 'Bessie']",None,None
SCAN_NEIGHBOR,1486.8350507432053,1496.8350507432053,10.0,64,1,67,4,None,[],None,None
ENUM_HOST,1496.8350507432053,1504.541325245549,7.706274502343604,64,1,67,4,None,[],network,CompleteTopologyShuffle
SCAN_HOST,1506.541325245549,1516.541325245549,10.0,-1,0,67,4,None,[],None,None
ENUM_HOST,1516.541325245549,1531.541325245549,15.0,-1,0,67,4,None,[],None,None
SCAN_PORT,1531.541325245549,1551.541325245549,20.0,21,1,67,4,None,[],None,None
EXPLOIT_VULN,1551.541325245549,1577.255616782845,25.71429153729605,21,1,67,4,21,"['Karole', 'Shandee', 'Diann', 'Sephira']",None,None
SCAN_NEIGHBOR,1577.255616782845,1587.255616782845,10.0,21,1,79,5,None,[],None,None
ENUM_HOST,1587.255616782845,1597.5666116226864,10.310994839841442,21,1,79,5,None,[],network,CompleteTopologyShuffle
SCAN_HOST,1599.5666116226864,1609.5666116226864,10.0,-1,0,79,5,None,[],None,None
ENUM_HOST,1609.5666116226864,1624.5666116226864,15.0,-1,0,79,5,None,[],None,None
SCAN_PORT,1624.5666116226864,1644.5666116226864,20.0,22,1,79,5,None,[],None,None
EXPLOIT_VULN,1644.5666116226864,1670.2663665737762,25.699754951089744,22,1,79,5,22,"['Phebe', 'Didi', 'Lisetta', 'Andrei']",None,None
SCAN_NEIGHBOR,1670.2663665737762,1680.2663665737762,10.0,22,1,90,6,None,[],None,None
ENUM_HOST,1680.2663665737762,1687.480437568639,7.214070994862823,22,1,90,6,None,[],network,CompleteTopologyShuffle
SCAN_HOST,1689.480437568639,1699.480437568639,10.0,-1,0,90,6,None,[],None,None
ENUM_HOST,1699.480437568639,1714.480437568639,15.0,-1,0,90,6,None,[],None,None
SCAN_PORT,1714.480437568639,1734.480437568639,20.0,56,1,90,6,None,[],None,None
EXPLOIT_VULN,1734.480437568639,1759.5741423728084,25.09370480416942,56,1,90,6,56,"['Xaviera', 'Alverta', 'Theda', 'Jennilee', 'Samara']",None,None
SCAN_NEIGHBOR,1759.5741423728084,1768.6997883258011,9.125645952992727,56,1,103,7,None,[],network,HostTopologyShuffle
SCAN_HOST,1770.6997883258011,1780.6997883258011,10.0,-1,0,103,7,None,[],None,None
ENUM_HOST,1780.6997883258011,1795.6997883258011,15.0,-1,0,103,7,None,[],None,None
SCAN_PORT,1795.6997883258011,1815.6997883258011,20.0,46,1,103,7,None,[],None,None
EXPLOIT_VULN,1815.6997883258011,1839.555624866942,23.85583654114089,46,1,103,7,None,[],network,CompleteTopologyShuffle
SCAN_HOST,1841.555624866942,1851.555624866942,10.0,-1,0,103,7,None,[],None,None
ENUM_HOST,1851.555624866942,1866.555624866942,15.0,-1,0,103,7,None,[],None,None
SCAN_PORT,1866.555624866942,1886.555624866942,20.0,46,2,103,7,None,[],None,None
EXPLOIT_VULN,1886.555624866942,1912.0050026075603,25.449377740618274,46,2,103,7,46,"['Estelle', 'Erda', 'Tarrah', 'Albina', 'Luce']",None,None
SCAN_NEIGHBOR,1912.0050026075603,1921.2701586604448,9.26515605288455,46,2,119,8,None,[],network,HostTopologyShuffle
SCAN_HOST,1923.2701586604448,1933.2701586604448,10.0,-1,0,119,8,None,[],None,None
ENUM_HOST,1933.2701586604448,1948.2701586604448,15.0,-1,0,119,8,None,[],None,None
SCAN_PORT,1948.2701586604448,1968.2701586604448,20.0,37,1,119,8,None,[],None,None
EXPLOIT_VULN,1968.2701586604448,1993.5540249127541,25.28386625230928,37,1,119,8,37,"['Wren', 'Arlette', 'Lori', 'Drusi']",None,None
