name,start_time,finish_time,duration
PortShuffle,4275.595913780636,4315.8770252822405,40.281111501604755
HostTopologyShuffle,4306.508468984019,4346.810773539068,40.30230455504898
HostTopologyShuffle,4367.963047471468,4408.66080455323,40.697757081762575
PortShuffle,4398.102887154807,4438.273015017215,40.17012786240775
IPShuffle,4429.278765916129,4479.671534335976,50.392768419847016
osdiversity,4460.5365831904,4490.612726161588,30.076142971188347
UserShuffle,4490.889629868292,4501.1855740865185,10.295944218226396
HostTopologyShuffle,4521.172141433931,4561.767776524216,40.595635090285214
serviceDiversity,4552.81008048316,4594.209096917359,41.39901643419853
PortShuffle,4615.525371913692,4655.863255942634,40.337884028942426
CompleteTopologyShuffle,4646.815981378623,4717.7062740847205,70.89029270609717
PortShuffle,4677.65157109723,4718.780593108151,41.12902201092129
PortShuffle,4738.791528211728,4779.075602577143,40.28407436541511
IPShuffle,4768.866215834801,4819.084435368933,50.218219534132004
CompleteTopologyShuffle,4829.454779716634,4899.566409465245,70.11162974861054
HostTopologyShuffle,4920.461491045806,4960.888509766033,40.42701872022735
CompleteTopologyShuffle,4980.673797404462,5050.980187566747,70.30639016228542
HostTopologyShuffle,5070.897995677479,5111.2101715485405,40.3121758710613
IPShuffle,5132.528618802654,5182.560589312002,50.03197050934796
HostTopologyShuffle,5194.364735966747,5235.280220467722,40.91548450097525
osdiversity,5224.6800066876385,5254.700075628767,30.020068941128557
HostTopologyShuffle,5254.732099634196,5294.766052160129,40.03395252593327
HostTopologyShuffle,5318.160834577468,5358.17127068728,40.01043610981196
UserShuffle,5348.969761008784,5359.478969746368,10.509208737584231
IPShuffle,5379.1767300062975,5429.54578849757,50.36905849127288
CompleteTopologyShuffle,5439.44234749925,5509.670903040949,70.22855554169928
serviceDiversity,5469.654638407868,5509.928814665366,40.27417625749786
osdiversity,5530.24216354075,5560.899013764174,30.656850223424044
CompleteTopologyShuffle,5561.446678710568,5631.979696505565,70.53301779499634
PortShuffle,5592.54129081677,5634.250797437515,41.70950662074483
serviceDiversity,5654.471256474275,5695.051338373333,40.580081899058314
IPShuffle,5685.591931516306,5736.1251158746245,50.53318435831807
CompleteTopologyShuffle,5746.346685972714,5816.582064669786,70.23537869707161
HostTopologyShuffle,5837.987267307962,5879.195361904951,41.20809459698921
serviceDiversity,5868.446298533403,5910.451613517515,42.005314984112374
serviceDiversity,5930.479411537745,5970.71347377406,40.23406223631446
CompleteTopologyShuffle,5961.0007679411,6031.550176247648,70.54940830654778
UserShuffle,6082.856641216505,6094.2273819158045,11.370740699299859
IPShuffle,6052.076985783001,6102.224695547912,50.14770976491127
CompleteTopologyShuffle,6112.904488435246,6183.018127233844,70.113638798598
IPShuffle,6203.714583137786,6254.17838173987,50.46379860208435
PortShuffle,6233.757381875674,6274.005241599437,40.24785972376321
osdiversity,6294.567676473323,6325.015335099221,30.44765862589793
UserShuffle,6355.458637537767,6365.695667711375,10.237030173608218
serviceDiversity,6325.257567044558,6366.494732560912,41.23716551635425
UserShuffle,6385.60639513801,6395.636772425584,10.030377287574083
PortShuffle,6415.7836088142885,6455.931738425972,40.148129611683544
osdiversity,6477.5178078168965,6507.547385363357,30.029577546460132
serviceDiversity,6507.679441082442,6547.80905300779,40.12961192534749
UserShuffle,6537.896661446286,6548.649436390772,10.752774944486191
IPShuffle,6568.153470770891,6618.27675203202,50.123281261129705
osdiversity,6598.223484025558,6628.62048160901,30.396997583452503
IPShuffle,6628.473664406843,6679.387296384223,50.91363197737974
CompleteTopologyShuffle,6689.197882954565,6759.329473523462,70.13159056889708
UserShuffle,6811.118611039868,6821.157608116644,10.038997076776468
CompleteTopologyShuffle,6780.503565750927,6850.785207789286,70.28164203835877
UserShuffle,6841.6578556535305,6852.125103182327,10.467247528796179
PortShuffle,6871.778219736549,6912.492171574496,40.71395183794721
CompleteTopologyShuffle,6901.895867261218,6972.361177251854,70.46530999063634
CompleteTopologyShuffle,7000.0,7070.7243709083905,70.72437090839048
PortShuffle,7030.5794758877455,7071.193083535529,40.61360764778328
PortShuffle,7091.475191969427,7131.831012716853,40.35582074742615
CompleteTopologyShuffle,7121.646061862381,7191.788428051917,70.142366189536
serviceDiversity,7151.660532537016,7192.9730719848685,41.31253944785294
IPShuffle,7212.091556808191,7262.131243695283,50.0396868870921
PortShuffle,7242.723228582536,7284.633451495163,41.91022291262743
CompleteTopologyShuffle,7274.263462459813,7344.73115029984,70.46768784002688
HostTopologyShuffle,7364.726935932282,7405.265134113016,40.53819818073407
PortShuffle,7394.998911138997,7435.024885780961,40.02597464196424
serviceDiversity,7455.807934887862,7496.221752755219,40.413817867357466
PortShuffle,7516.768513927347,7556.829771103807,40.06125717645955
UserShuffle,7546.827119664429,7556.914915618787,10.087795954357716
HostTopologyShuffle,7577.450483399815,7618.086794020504,40.63631062068907
UserShuffle,7668.179983205928,7678.4020804577085,10.222097251780724
CompleteTopologyShuffle,7637.6606248714925,7707.829191571069,70.16856669957633
UserShuffle,7699.284829972197,7709.638914073441,10.354084101243643
osdiversity,7729.686566640668,7761.035329425763,31.34876278509455
HostTopologyShuffle,7759.791401850042,7800.211777165693,40.420375315650745
CompleteTopologyShuffle,7821.300495799625,7891.424208045599,70.12371224597337
serviceDiversity,7851.352779218198,7892.502415091124,41.14963587292641
IPShuffle,7913.68600602517,7965.389191193357,51.70318516818679
osdiversity,7944.64991146485,7974.818361466443,30.168450001592646
serviceDiversity,8004.909538960922,8045.879165221713,40.9696262607913
PortShuffle,8065.818762181708,8105.929034707505,40.11027252579697
osdiversity,8126.109100828384,8156.417363128332,30.308262299948183
IPShuffle,8156.908434613309,8207.11425769752,50.20582308421126
HostTopologyShuffle,8217.530262773838,8257.901997824743,40.371735050905045
PortShuffle,8247.5631560576,8287.770647020165,40.20749096256441
HostTopologyShuffle,8278.111616788568,8318.202214280827,40.090597492258894
UserShuffle,8368.424044844594,8378.967609444047,10.54356459945302
CompleteTopologyShuffle,8338.35307421043,8409.55007290539,71.19699869495889
IPShuffle,8428.77998902716,8479.644301307475,50.86431228031506
HostTopologyShuffle,8489.346216244157,8529.456873596862,40.11065735270495
CompleteTopologyShuffle,8549.823555024304,8619.885747809381,70.06219278507706
CompleteTopologyShuffle,8640.577603602027,8710.708003379295,70.1303997772684
HostTopologyShuffle,8732.409404077265,8772.855016258636,40.44561218137096
osdiversity,8763.391472326999,8794.171118354434,30.779646027434865
CompleteTopologyShuffle,8793.507780619011,8863.587189840227,70.07940922121634
HostTopologyShuffle,8885.622591480576,8925.781708495519,40.15911701494224
PortShuffle,8916.150341478406,8956.386974214734,40.23663273632883
serviceDiversity,8976.3900826917,9016.96413138309,40.574048691391
IPShuffle,9006.492731663051,9056.616049008691,50.12331734564032
CompleteTopologyShuffle,9067.019916057896,9137.080212784225,70.0602967263294
PortShuffle,9098.33864557218,9138.830603631603,40.49195805942327
IPShuffle,9159.352513871698,9210.270315872964,50.917802001265954
osdiversity,9189.428248202285,9220.00367521306,30.575427010775456
HostTopologyShuffle,9219.709274769499,9260.024148273797,40.31487350429779
HostTopologyShuffle,9281.122742810552,9321.199424326598,40.07668151604594
PortShuffle,9313.282795718216,9355.529072519124,42.24627680090816
HostTopologyShuffle,9344.533195454587,9384.796863115938,40.263667661351064
serviceDiversity,9376.06597157557,9417.284091039483,41.218119463912444
osdiversity,9437.43112190871,9467.561498527724,30.130376619013987
serviceDiversity,9498.476858783115,9538.866754928931,40.38989614581624
serviceDiversity,9558.774835478009,9599.139328195355,40.364492717346366
osdiversity,9619.197911140782,9649.40458839785,30.206677257068804
CompleteTopologyShuffle,9650.261389964511,9720.32999611489,70.0686061503784
HostTopologyShuffle,9741.368758938454,9781.644332598768,40.27557366031397
osdiversity,9771.888027947507,9802.97765684174,31.0896288942331
UserShuffle,9832.395543287723,9842.613048550758,10.217505263035491
HostTopologyShuffle,9802.098983022786,9843.464708345535,41.3657253227484
osdiversity,9862.538365502394,9893.7697814079,31.231415905505855
PortShuffle,9923.40733365211,9963.942717567654,40.53538391554321
CompleteTopologyShuffle,9953.987048104096,10024.130978737732,70.14393063363605
CompleteTopologyShuffle,10045.184720589587,10115.293428483903,70.10870789431647
HostTopologyShuffle,10136.965467088143,10177.117141370403,40.1516742822605
serviceDiversity,10167.100873863375,10207.247195973303,40.146322109927496
osdiversity,10228.35802094112,10258.91810827344,30.56008733232011
UserShuffle,10290.073307563329,10300.38805921944,10.314751656111184
CompleteTopologyShuffle,10258.82814890573,10330.301564961963,71.47341605623296
HostTopologyShuffle,10350.414661905483,10390.910283732213,40.49562182673071
UserShuffle,10442.407841371065,10452.535316752335,10.127475381270415
HostTopologyShuffle,10412.235051372025,10452.829518737271,40.5944673652466
osdiversity,10472.468326300002,10503.492179608607,31.023853308604885
IPShuffle,10503.83115460867,10554.369730285434,50.538575676764594
osdiversity,10534.914880038112,10564.96682162914,30.05194159102757
HostTopologyShuffle,10565.914626759763,10605.917098705835,40.002471946072546
PortShuffle,10596.04150925155,10636.430940510818,40.38943125926744
IPShuffle,10626.396406644517,10676.520189702365,50.123783057848414
IPShuffle,10688.217175998196,10738.34650465029,50.129328652094046
IPShuffle,10751.202622488745,10801.288440568427,50.08581807968221
CompleteTopologyShuffle,10813.438761907037,10883.984991699934,70.54622979289707
HostTopologyShuffle,10906.60177553989,10946.856562008557,40.25478646866759
IPShuffle,10968.187739802735,11018.772303939732,50.58456413699605
HostTopologyShuffle,11029.159295814969,11069.311409444175,40.152113629206724
CompleteTopologyShuffle,11089.997102785977,11160.060858755955,70.06375596997714
HostTopologyShuffle,11181.37842348083,11221.863301358071,40.48487787724116
HostTopologyShuffle,11241.800883794935,11282.58631190257,40.78542810763611
UserShuffle,11332.49187642293,11342.828951916308,10.337075493378507
CompleteTopologyShuffle,11302.393286063996,11373.55382146197,71.16053539797394
