Name,Host Compromise ratio (compromised hosts / total hosts),MTD Interval,Network Size,MTD Execution Frequency,Attack Success Rate,Mean Time to Compromise (s)
CompleteTopologyShuffle,0.8,100,100,0.004987207812028219,0.1454742608335053,30854.375058732974
CompleteTopologyShuffle,0.1,200,25,0.005014799864834144,0.3290674603174603,517.4526271253861
CompleteTopologyShuffle,0.2,200,25,0.005014799864834144,0.31971123132113843,1274.0382545254286
CompleteTopologyShuffle,0.3,200,25,0.005014799864834144,0.3890399825417997,1495.0748725225571
CompleteTopologyShuffle,0.4,200,25,0.005014799864834144,0.2539055393612783,3012.710878551189
CompleteTopologyShuffle,0.5,200,25,0.005014799864834144,0.20656406074617903,4308.087696382581
CompleteTopologyShuffle,0.6,200,25,0.005014799864834144,0.06543344493589004,12097.44772587562
CompleteTopologyShuffle,0.7,200,25,0.005014799864834144,0.0742116362675566,12593.67230103434
CompleteTopologyShuffle,0.8,200,25,0.005014799864834144,0.08250824007535332,12888.002337200676
CompleteTopologyShuffle,0.1,200,50,0.0050232409664352305,0.27609998145988857,2038.3730967588042
CompleteTopologyShuffle,0.2,200,50,0.0050232409664352305,0.3857387972680326,2504.151671748796
CompleteTopologyShuffle,0.3,200,50,0.0050232409664352305,0.3836515068649806,3391.843337963558
CompleteTopologyShuffle,0.4,200,50,0.0050232409664352305,0.36848479982490434,4274.21234039002
CompleteTopologyShuffle,0.5,200,50,0.0050232409664352305,0.3597171643772412,5028.440135565337
CompleteTopologyShuffle,0.6,200,50,0.0050232409664352305,0.3616611289456011,5624.15659232401
CompleteTopologyShuffle,0.7,200,50,0.0050232409664352305,0.35866974302705185,6213.55917390915
CompleteTopologyShuffle,0.8,200,50,0.0050232409664352305,0.25435183074625545,10125.367223753083
CompleteTopologyShuffle,0.1,200,75,0.005000420977089943,0.2708480695549661,2704.786721337964
CompleteTopologyShuffle,0.2,200,75,0.005000420977089943,0.07872219747368388,16839.29260972086
CompleteTopologyShuffle,0.3,200,75,0.005000420977089943,0.0990053619977693,17765.213284715424
CompleteTopologyShuffle,0.4,200,75,0.005000420977089943,0.11843381641988308,18667.48211035704
CompleteTopologyShuffle,0.5,200,75,0.005000420977089943,0.09270454564234325,21301.6702918146
CompleteTopologyShuffle,0.6,200,75,0.005000420977089943,0.09463074109897217,23739.146782299194
CompleteTopologyShuffle,0.7,200,75,0.005000420977089943,0.0981615437480358,26274.987394653872
CompleteTopologyShuffle,0.8,200,75,0.005000420977089943,0.1087745892982533,26962.423873109725
CompleteTopologyShuffle,0.1,200,100,0.004999041614848312,0.3963410663410663,2454.3246911007
CompleteTopologyShuffle,0.2,200,100,0.004999041614848312,0.4252773839781379,4583.860724826933
CompleteTopologyShuffle,0.3,200,100,0.004999041614848312,0.44050430152876335,5691.936385479213
CompleteTopologyShuffle,0.4,200,100,0.004999041614848312,0.16565143721228914,18634.004831568753
CompleteTopologyShuffle,0.5,200,100,0.004999041614848312,0.13680896484513322,23184.059434052346
CompleteTopologyShuffle,0.6,200,100,0.004999041614848312,0.11884557652010672,29724.45068566936
CompleteTopologyShuffle,0.7,200,100,0.004999041614848312,0.1333718267847148,30230.154279002065
CompleteTopologyShuffle,0.8,200,100,0.004999041614848312,0.14731903192921467,30703.597636677656
IPShuffle,0.1,100,25,0.005007512922445275,0.32033730158730156,545.6229383828095
IPShuffle,0.2,100,25,0.005007512922445275,0.33458665517489045,1153.882637958294
IPShuffle,0.3,100,25,0.005007512922445275,0.4071032360312546,1392.7359972685238
IPShuffle,0.4,100,25,0.005007512922445275,0.2628361808204406,2929.76434167826
IPShuffle,0.5,100,25,0.005007512922445275,0.24478496940120292,3793.4658324791985
IPShuffle,0.6,100,25,0.005007512922445275,0.07523958447232897,14259.127022811517
IPShuffle,0.7,100,25,0.005007512922445275,0.08528967267627222,14643.723716650547
IPShuffle,0.8,100,25,0.005007512922445275,0.09403675205245654,14925.82630782421
IPShuffle,0.1,100,50,0.0050066791699435315,0.2744044547643619,2074.186456031703
IPShuffle,0.2,100,50,0.0050066791699435315,0.3962605510431597,2476.2500807615374
IPShuffle,0.3,100,50,0.0050066791699435315,0.4109015669677434,3289.3034512210324
IPShuffle,0.4,100,50,0.0050066791699435315,0.374918598014183,4270.334013565183
IPShuffle,0.5,100,50,0.0050066791699435315,0.3618641615488937,5034.827603655421
IPShuffle,0.6,100,50,0.0050066791699435315,0.35078862987707726,5725.849744427433
IPShuffle,0.7,100,50,0.0050066791699435315,0.3360474684487008,6465.28440657409
IPShuffle,0.8,100,50,0.0050066791699435315,0.1989001398085854,12943.22715911808
IPShuffle,0.1,100,75,0.004992675383046019,0.2740769496204279,2711.763757271802
IPShuffle,0.2,100,75,0.004992675383046019,0.07492041371321699,21052.718772889537
IPShuffle,0.3,100,75,0.004992675383046019,0.09936152671655943,22009.827016639007
IPShuffle,0.4,100,75,0.004992675383046019,0.11881336789050786,22957.882350260967
IPShuffle,0.5,100,75,0.004992675383046019,0.13362459708173086,23555.420641965786
IPShuffle,0.6,100,75,0.004992675383046019,0.11549620791031645,27432.26889151066
IPShuffle,0.7,100,75,0.004992675383046019,0.12840375535463233,28064.690267044312
IPShuffle,0.8,100,75,0.004992675383046019,0.14079113653344472,28550.185776087164
IPShuffle,0.1,100,100,0.004990182128992824,0.3882498982498982,2568.058671824877
IPShuffle,0.2,100,100,0.004990182128992824,0.43546444928432504,4369.272554245528
IPShuffle,0.3,100,100,0.004990182128992824,0.4573480420304897,5384.246746954572
IPShuffle,0.4,100,100,0.004990182128992824,0.18036870621907505,15350.654908229113
IPShuffle,0.5,100,100,0.004990182128992824,0.16194558336438464,19717.140690019314
IPShuffle,0.6,100,100,0.004990182128992824,0.13765656211753832,26918.948117869506
IPShuffle,0.7,100,100,0.004990182128992824,0.15358978189899303,27388.888369428798
IPShuffle,0.8,100,100,0.004990182128992824,0.16902370202848735,27881.245889177255
IPShuffle,0.1,200,25,0.005031185039788123,0.326497113997114,548.292183407228
IPShuffle,0.2,200,25,0.005031185039788123,0.3437841978283155,1112.818048105299
IPShuffle,0.3,200,25,0.005031185039788123,0.39025689223057647,1407.5439090917703
IPShuffle,0.4,200,25,0.005031185039788123,0.2372777949478848,3125.3845077113174
IPShuffle,0.5,200,25,0.005031185039788123,0.21007868545845815,4187.0211979242
IPShuffle,0.6,200,25,0.005031185039788123,0.11189018392056153,8394.659650337604
IPShuffle,0.7,200,25,0.005031185039788123,0.12309029535184235,8936.08784239578
IPShuffle,0.8,200,25,0.005031185039788123,0.1318808832273273,9303.44343192819
IPShuffle,0.1,200,50,0.005026415688027027,0.26098103533071226,2116.536612315619
IPShuffle,0.2,200,50,0.005026415688027027,0.3737626252918607,2546.9790822942036
IPShuffle,0.3,200,50,0.005026415688027027,0.38845881246394726,3326.843173494299
IPShuffle,0.4,200,50,0.005026415688027027,0.37442751310232514,4226.513229275467
IPShuffle,0.5,200,50,0.005026415688027027,0.36797559936982005,4985.2166794450295
IPShuffle,0.6,200,50,0.005026415688027027,0.36457585024413575,5614.062384997867
IPShuffle,0.7,200,50,0.005026415688027027,0.36168457818251865,6243.489536462846
IPShuffle,0.8,200,50,0.005026415688027027,0.24641676325387016,10174.861581849591
IPShuffle,0.1,200,75,0.004999590726414918,0.28217814465553176,2660.6652273937034
IPShuffle,0.2,200,75,0.004999590726414918,0.03971167070424075,21592.518107716915
IPShuffle,0.3,200,75,0.004999590726414918,0.056659746075792106,22465.775258416114
IPShuffle,0.4,200,75,0.004999590726414918,0.07127625504355642,23382.963249653687
IPShuffle,0.5,200,75,0.004999590726414918,0.08513066865893065,24194.072199804203
IPShuffle,0.6,200,75,0.004999590726414918,0.07947875795463201,29017.518093293686
IPShuffle,0.7,200,75,0.004999590726414918,0.0827254188001865,31592.011672867142
IPShuffle,0.8,200,75,0.004999590726414918,0.09233174347095965,32135.30991590802
IPShuffle,0.1,200,100,0.005002078020847027,0.3905250305250305,2528.0408713289635
IPShuffle,0.2,200,100,0.005002078020847027,0.4307556406523771,4366.287640303938
IPShuffle,0.3,200,100,0.005002078020847027,0.4481583048719143,5397.637788884984
IPShuffle,0.4,200,100,0.005002078020847027,0.1690715839778491,16949.21018643899
IPShuffle,0.5,200,100,0.005002078020847027,0.18670731001868393,17733.796277547797
IPShuffle,0.6,200,100,0.005002078020847027,0.12969537896501812,24873.283907105546
IPShuffle,0.7,200,100,0.005002078020847027,0.14589587323710332,25341.262899150952
IPShuffle,0.8,200,100,0.005002078020847027,0.1607310562710554,25820.40811495536
OSDiversity,0.1,100,25,0.009964580590259139,0.23185703185703188,652.1121452439394
OSDiversity,0.2,100,25,0.009964580590259139,0.16072537159124595,2275.591920185764
OSDiversity,0.3,100,25,0.009964580590259139,0.176359439776793,2975.183170497661
OSDiversity,0.4,100,25,0.009964580590259139,0.1886856413011067,3487.414610644949
OSDiversity,0.5,100,25,0.009964580590259139,0.20194969723396888,3976.1331917172893
OSDiversity,0.6,100,25,0.009964580590259139,0.19971256510096702,4690.830930832275
OSDiversity,0.7,100,25,0.009964580590259139,0.21874949472410368,4874.393346660202
OSDiversity,0.8,100,25,0.009964580590259139,0.09851483080361263,13837.485558860217
OSDiversity,0.1,100,50,0.009973989166071636,0.143238103270998,2436.1125825997074
OSDiversity,0.2,100,50,0.009973989166071636,0.1786164081736365,3759.8244372805007
OSDiversity,0.3,100,50,0.009973989166071636,0.21734522363016096,4441.128222350638
OSDiversity,0.4,100,50,0.009973989166071636,0.24588542138477681,5058.796458555701
OSDiversity,0.5,100,50,0.009973989166071636,0.2717429566607773,5546.52804594174
OSDiversity,0.6,100,50,0.009973989166071636,0.2932465793597171,5954.846088729222
OSDiversity,0.7,100,50,0.009973989166071636,0.318578883906071,6195.450007713132
OSDiversity,0.8,100,50,0.009973989166071636,0.33743696410759344,6463.302000729012
OSDiversity,0.1,100,75,0.009967104853023195,0.1410855118970717,3676.7339934062416
OSDiversity,0.2,100,75,0.009967104853023195,0.1867062985176583,5010.829579799795
OSDiversity,0.3,100,75,0.009967104853023195,0.22705625616413463,6019.176396935548
OSDiversity,0.4,100,75,0.009967104853023195,0.2613442358950859,6672.610675355298
OSDiversity,0.5,100,75,0.009967104853023195,0.2883301288007105,7221.042029705987
OSDiversity,0.6,100,75,0.009967104853023195,0.3086260565589011,7860.438198320342
OSDiversity,0.7,100,75,0.009967104853023195,0.33137072739230966,8336.627215628088
OSDiversity,0.8,100,75,0.009967104853023195,0.34485203923748453,8882.275660394767
OSDiversity,0.1,100,100,0.00995624666702193,0.19048243759737565,3710.2864032453117
OSDiversity,0.2,100,100,0.00995624666702193,0.23760071273356737,5608.089615969518
OSDiversity,0.3,100,100,0.00995624666702193,0.28395120791915157,6539.465286243554
OSDiversity,0.4,100,100,0.00995624666702193,0.31213225493678387,7495.218969677376
OSDiversity,0.5,100,100,0.00995624666702193,0.3406636766422064,8117.03089358984
OSDiversity,0.6,100,100,0.00995624666702193,0.1123757828168684,25968.071003874815
OSDiversity,0.7,100,100,0.00995624666702193,0.1264064126378745,26576.979074176063
OSDiversity,0.8,100,100,0.00995624666702193,0.14009440671083812,27052.488520242514
OSDiversity,0.1,200,25,0.005045929617883827,0.36884920634920637,493.64656936667245
OSDiversity,0.2,200,25,0.005045929617883827,0.3447031619051743,1322.1843556698927
OSDiversity,0.3,200,25,0.005045929617883827,0.3874874351654537,1798.7611931375318
OSDiversity,0.4,200,25,0.005045929617883827,0.3603147954607909,2543.3137431931873
OSDiversity,0.5,200,25,0.005045929617883827,0.3826675711325613,2911.429522581123
OSDiversity,0.6,200,25,0.005045929617883827,0.38321890050738905,3328.9662089373987
OSDiversity,0.7,200,25,0.005045929617883827,0.4009525931657952,3581.1842106698923
OSDiversity,0.8,200,25,0.005045929617883827,0.12526230826095883,8874.585324787568
OSDiversity,0.1,200,50,0.005085403808932682,0.3184479628558576,1583.467961441119
OSDiversity,0.2,200,50,0.005085403808932682,0.37637610376740815,2577.9083384256837
OSDiversity,0.3,200,50,0.005085403808932682,0.4251691009447465,3277.656309374191
OSDiversity,0.4,200,50,0.005085403808932682,0.4583127190270047,3750.2377110665875
OSDiversity,0.5,200,50,0.005085403808932682,0.4932623308738629,4111.505257329254
OSDiversity,0.6,200,50,0.005085403808932682,0.5176991313553456,4467.200759227973
OSDiversity,0.7,200,50,0.005085403808932682,0.5365163218542122,4804.436804395153
OSDiversity,0.8,200,50,0.005085403808932682,0.5553681438036084,5098.6030435658195
OSDiversity,0.1,200,75,0.005059062035824241,0.3375818022557153,2377.622794892859
OSDiversity,0.2,200,75,0.005059062035824241,0.3829223621906549,3368.0511552614093
OSDiversity,0.3,200,75,0.005059062035824241,0.4430824314801961,4126.93556509815
OSDiversity,0.4,200,75,0.005059062035824241,0.48092394260711124,4781.47201241621
OSDiversity,0.5,200,75,0.005059062035824241,0.5137029005484106,5229.107814693574
OSDiversity,0.6,200,75,0.005059062035824241,0.5252358251784546,5782.790382857121
OSDiversity,0.7,200,75,0.005059062035824241,0.5501763763214835,6185.255091315194
OSDiversity,0.8,200,75,0.005059062035824241,0.5642323482986258,6653.783099373487
OSDiversity,0.1,200,100,0.00501634228999421,0.3870921706620793,2719.5521842517305
OSDiversity,0.2,200,100,0.00501634228999421,0.44803000117256364,4296.193335225201
OSDiversity,0.3,200,100,0.00501634228999421,0.48750148551947425,5165.9547867866295
OSDiversity,0.4,200,100,0.00501634228999421,0.5141795306688037,5964.849383487633
OSDiversity,0.5,200,100,0.00501634228999421,0.5178952338975676,6710.244330419846
OSDiversity,0.6,200,100,0.00501634228999421,0.21464541404904355,21876.976622657203
OSDiversity,0.7,200,100,0.00501634228999421,0.23489805229858463,22358.477062959435
OSDiversity,0.8,200,100,0.00501634228999421,0.25280441478545235,22839.660169349645
ServiceDiversity,0.1,100,25,0.009973020915402555,0.24601925851925852,604.1728520049344
ServiceDiversity,0.2,100,25,0.009973020915402555,0.1418414829105704,2566.514684380966
ServiceDiversity,0.3,100,25,0.009973020915402555,0.16361137895147565,3175.4421483971737
ServiceDiversity,0.4,100,25,0.009973020915402555,0.17084457243096965,3870.1008174006615
ServiceDiversity,0.5,100,25,0.009973020915402555,0.18517682508709174,4337.528464343114
ServiceDiversity,0.6,100,25,0.009973020915402555,0.18769843189671448,5011.317860648636
ServiceDiversity,0.7,100,25,0.009973020915402555,0.20620850220588113,5199.341872217514
ServiceDiversity,0.8,100,25,0.009973020915402555,0.11371642728535929,11599.267734576546
ServiceDiversity,0.1,100,50,0.009986484318005123,0.13882676733286486,2452.65619137785
ServiceDiversity,0.2,100,50,0.009986484318005123,0.18582667496697858,3553.900684371677
ServiceDiversity,0.3,100,50,0.009986484318005123,0.22400023492934995,4223.637696594911
ServiceDiversity,0.4,100,50,0.009986484318005123,0.24713675664895174,5000.1746249254675
ServiceDiversity,0.5,100,50,0.009986484318005123,0.2686085256105158,5555.346689237725
ServiceDiversity,0.6,100,50,0.009986484318005123,0.29563839308018547,5854.470685095412
ServiceDiversity,0.7,100,50,0.009986484318005123,0.3187298299453581,6141.877804465948
ServiceDiversity,0.8,100,50,0.009986484318005123,0.33727818003752896,6433.659702374986
ServiceDiversity,0.1,100,75,0.009976806353192019,0.1513192241898301,3450.099465213056
ServiceDiversity,0.2,100,75,0.009976806353192019,0.2021901910607004,4616.284984824693
ServiceDiversity,0.3,100,75,0.009976806353192019,0.24461513869800466,5557.121564749005
ServiceDiversity,0.4,100,75,0.009976806353192019,0.27772482828064343,6269.3321472284715
ServiceDiversity,0.5,100,75,0.009976806353192019,0.3100896182599078,6729.643933460466
ServiceDiversity,0.6,100,75,0.009976806353192019,0.3274095632938611,7339.920263726749
ServiceDiversity,0.7,100,75,0.009976806353192019,0.34820329377956705,7856.565738742803
ServiceDiversity,0.8,100,75,0.009976806353192019,0.3659923415469962,8371.98978180853
ServiceDiversity,0.1,100,100,0.009957741679973386,0.1917651090644329,3554.6016928709955
ServiceDiversity,0.2,100,100,0.009957741679973386,0.2355888952638173,5571.665002378419
ServiceDiversity,0.3,100,100,0.009957741679973386,0.27220771803407573,6792.488713354089
ServiceDiversity,0.4,100,100,0.009957741679973386,0.3036810240500238,7653.070572480492
ServiceDiversity,0.5,100,100,0.009957741679973386,0.32349723499324806,8462.308717951142
ServiceDiversity,0.6,100,100,0.009957741679973386,0.088257453589298,38358.18222463494
ServiceDiversity,0.7,100,100,0.009957741679973386,0.09954354743091687,38916.03569996754
ServiceDiversity,0.8,100,100,0.009957741679973386,0.11008384565859744,39423.712953586175
ServiceDiversity,0.1,200,25,0.0050720299151156235,0.40714285714285714,441.91846350944854
ServiceDiversity,0.2,200,25,0.0050720299151156235,0.35689701380490857,1267.8453895710713
ServiceDiversity,0.3,200,25,0.0050720299151156235,0.39353178524374177,1874.9183558460688
ServiceDiversity,0.4,200,25,0.0050720299151156235,0.3615340124952966,2631.158701452247
ServiceDiversity,0.5,200,25,0.0050720299151156235,0.3881079191207275,2989.5032714209556
ServiceDiversity,0.6,200,25,0.0050720299151156235,0.38862773138286616,3367.0620773909563
ServiceDiversity,0.7,200,25,0.0050720299151156235,0.40427274318199496,3622.793875792612
ServiceDiversity,0.8,200,25,0.0050720299151156235,0.1947826974595241,7875.060647756969
ServiceDiversity,0.1,200,50,0.0050925143430593425,0.3232771313653667,1643.2907857428831
ServiceDiversity,0.2,200,50,0.0050925143430593425,0.376045592441588,2623.276091089703
ServiceDiversity,0.3,200,50,0.0050925143430593425,0.4214068697040833,3206.160026577499
ServiceDiversity,0.4,200,50,0.0050925143430593425,0.4560863938974373,3713.2052472531477
ServiceDiversity,0.5,200,50,0.0050925143430593425,0.4793154965582428,4127.332009882669
ServiceDiversity,0.6,200,50,0.0050925143430593425,0.5104063490110431,4469.246974719801
ServiceDiversity,0.7,200,50,0.0050925143430593425,0.5321829754542111,4746.218331491579
ServiceDiversity,0.8,200,50,0.0050925143430593425,0.5536411793982359,5049.6865745945715
ServiceDiversity,0.1,200,75,0.005065005872569341,0.3415805571240354,2337.6412630835252
ServiceDiversity,0.2,200,75,0.005065005872569341,0.38255798140937103,3420.27353337174
ServiceDiversity,0.3,200,75,0.005065005872569341,0.45145626510548664,4216.000007255685
ServiceDiversity,0.4,200,75,0.005065005872569341,0.49023927695404923,4792.899038301522
ServiceDiversity,0.5,200,75,0.005065005872569341,0.5273149630590431,5217.680615817883
ServiceDiversity,0.6,200,75,0.005065005872569341,0.536569981106678,5795.847510579852
ServiceDiversity,0.7,200,75,0.005065005872569341,0.5663809858746774,6157.9917243751
ServiceDiversity,0.8,200,75,0.005065005872569341,0.5745100029010918,6645.983127666557
ServiceDiversity,0.1,200,100,0.005009677490707195,0.4051910308581973,2605.693048811549
ServiceDiversity,0.2,200,100,0.005009677490707195,0.464473143679536,4140.262747217145
ServiceDiversity,0.3,200,100,0.005009677490707195,0.5080008098120012,5029.730138401637
ServiceDiversity,0.4,200,100,0.005009677490707195,0.5294216386289944,5839.78780012699
ServiceDiversity,0.5,200,100,0.005009677490707195,0.5404640559031628,6508.909925933853
ServiceDiversity,0.6,200,100,0.005009677490707195,0.13071536800324884,25988.35033938111
ServiceDiversity,0.7,200,100,0.005009677490707195,0.14748810445123767,26520.931277202635
ServiceDiversity,0.8,200,100,0.005009677490707195,0.16321160873960722,26983.532338314915
