Name,Time,MTD Interval,Mean Time to Compromise
random,999.70384271756,100,209.28222261961332
random,1999.40768543512,100,137.80266990535006
random,2999.11152815268,100,112.90617167816461
random,3998.81537087024,100,105.29197073143719
random,4998.5192135878,100,100.50749842450122
random,5998.22305630536,100,96.176337941813
random,6997.926899022919,100,97.94874384955622
random,7997.63074174048,100,98.9660672912575
random,8997.33458445804,100,100.60943233403918
random,9997.0384271756,100,102.49944052027988
random,999.7408354320453,150,137.41201107565297
random,1999.4816708640906,150,118.20193888266286
random,2999.222506296136,150,102.1658285740883
random,3998.963341728181,150,92.32084373939892
random,4998.704177160226,150,85.62099507832974
random,5998.445012592272,150,81.1123124850202
random,6998.185848024317,150,78.49496525520064
random,7997.926683456362,150,76.81966404483109
random,8997.667518888407,150,75.49402986975521
random,9997.408354320452,150,73.79189284814964
random,999.6447958475525,200,166.50441111083305
random,1999.289591695105,200,108.85393841225611
random,2998.9343875426575,200,91.1973213917868
random,3998.57918339021,200,82.28218942263929
random,4998.223979237762,200,75.09348115056093
random,5997.868775085315,200,70.36471915867818
random,6997.513570932867,200,67.91264267351849
random,7997.15836678042,200,66.47839724788886
random,8996.803162627972,200,64.28405791388772
random,9996.447958475525,200,63.06721276662874
random,996.8169019842096,300,109.47582528124417
random,1993.6338039684192,300,90.7152755511273
random,2990.4507059526286,300,92.10222466623857
random,3987.2676079368384,300,85.85356442009723
random,4984.084509921048,300,77.90274212586033
random,5980.901411905257,300,70.23812907725892
random,6977.718313889467,300,64.81842339679126
random,7974.535215873677,300,61.545422391280376
random,8971.352117857887,300,58.15125938679436
random,9968.169019842097,300,56.322195768778656
alternative,998.6871618371815,100,221.55766835594144
alternative,1997.374323674363,100,168.59327996101774
alternative,2996.0614855115446,100,129.6118571491472
alternative,3994.748647348726,100,111.53972817567544
alternative,4993.435809185908,100,96.98703999628763
alternative,5992.122971023089,100,87.3173023581457
alternative,6990.810132860271,100,83.05599387929412
alternative,7989.497294697452,100,78.97367368521904
alternative,8988.184456534633,100,78.08773550613397
alternative,9986.871618371815,100,79.81726890986417
alternative,999.6579376007743,150,177.9748485809191
alternative,1999.3158752015486,150,134.028781018436
alternative,2998.9738128023228,150,101.26101172605686
alternative,3998.631750403097,150,89.06337305801866
alternative,4998.289688003872,150,81.3406203368459
alternative,5997.9476256046455,150,78.43596312624726
alternative,6997.60556320542,150,76.7595507265685
alternative,7997.263500806194,150,75.32480011889287
alternative,8996.92143840697,150,76.36437994809725
alternative,9996.579376007743,150,74.21850653472046
alternative,999.107310846749,200,148.10084579727385
alternative,1998.214621693498,200,111.18416382139758
alternative,2997.321932540247,200,92.69376916788818
alternative,3996.429243386996,200,80.4678612022141
alternative,4995.536554233745,200,73.67306209305698
alternative,5994.643865080494,200,71.98157436172534
alternative,6993.751175927243,200,68.90281150394881
alternative,7992.858486773992,200,66.38657510085257
alternative,8991.965797620742,200,64.42929087888089
alternative,9991.07310846749,200,62.815794187720044
alternative,999.1965923312297,300,104.26452079810392
alternative,1998.3931846624594,300,90.61142595111126
alternative,2997.589776993689,300,84.18876047124573
alternative,3996.7863693249187,300,75.24433016809948
alternative,4995.982961656148,300,70.70584850191044
alternative,5995.179553987378,300,67.34732000616904
alternative,6994.376146318607,300,64.20640856106571
alternative,7993.572738649837,300,60.3424134445037
alternative,8992.769330981067,300,58.119013030931875
alternative,9991.965923312297,300,56.34550356239414
simultaneous,996.541936225309,100,183.47235305590124
simultaneous,1993.083872450618,100,159.8750390830299
simultaneous,2989.625808675927,100,128.4957730030663
simultaneous,3986.167744901236,100,106.03520958063602
simultaneous,4982.709681126545,100,93.45823661592974
simultaneous,5979.251617351854,100,88.11124054213087
simultaneous,6975.793553577163,100,89.6096789278893
simultaneous,7972.335489802472,100,91.53371897103328
simultaneous,8968.87742602778,100,94.42848529483747
simultaneous,9965.41936225309,100,97.35621401355583
simultaneous,999.2912606010171,150,183.99505851255475
simultaneous,1998.5825212020343,150,137.55015818312427
simultaneous,2997.8737818030513,150,109.09408403997767
simultaneous,3997.1650424040686,150,90.85518854870534
simultaneous,4996.456303005086,150,82.2972899803075
simultaneous,5995.747563606103,150,76.7143693610416
simultaneous,6995.03882420712,150,73.60095137436966
simultaneous,7994.330084808137,150,71.28224202475167
simultaneous,8993.621345409154,150,72.4024453175139
simultaneous,9992.912606010172,150,72.0312334951407
simultaneous,999.6486919212714,200,142.33954542509719
simultaneous,1999.2973838425428,200,106.60624710423053
simultaneous,2998.9460757638144,200,86.85597265242025
simultaneous,3998.5947676850856,200,74.98078020214668
simultaneous,4998.243459606357,200,70.51561802217326
simultaneous,5997.892151527629,200,66.16736375447172
simultaneous,6997.5408434489,200,64.85429023808013
simultaneous,7997.189535370171,200,63.882692117536784
simultaneous,8996.838227291442,200,64.34127327217756
simultaneous,9996.486919212713,200,63.61671583584274
simultaneous,999.5918899514681,300,109.1495196714399
simultaneous,1999.1837799029363,300,96.1469746673487
simultaneous,2998.7756698544044,300,86.53899606739567
simultaneous,3998.3675598058726,300,75.4998278348083
simultaneous,4997.959449757341,300,69.80420773477908
simultaneous,5997.551339708809,300,64.96824175241507
simultaneous,6997.143229660277,300,60.92565005764868
simultaneous,7996.735119611745,300,58.25951119007959
simultaneous,8996.327009563214,300,56.54175023139434
simultaneous,9995.918899514681,300,54.57771352711031
